"성별","연령계층별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]",
"계","30 - 34세","2015. 10 월","3782.4","2947.4","2864.6","82.8","835","77.9","2.8","75.7",
"계","30 - 34세","2015. 11 월","3767.1","2928.7","2835.3","93.4","838.4","77.7","3.2","75.3",
"계","30 - 34세","2015. 12 월","3751.9","2934.9","2843.5","91.4","816.9","78.2","3.1","75.8",
"계","30 - 34세","2016. 01 월","3744.6","2917.7","2832.2","85.5","826.9","77.9","2.9","75.6",
"계","30 - 34세","2016. 02 월","3729.3","2910.1","2795.8","114.2","819.2","78","3.9","75",
"계","30 - 34세","2016. 03 월","3714.1","2880.9","2765.6","115.3","833.2","77.6","4","74.5",
"계","30 - 34세","2016. 04 월","3698.8","2854.2","2732.8","121.4","844.6","77.2","4.3","73.9",
"계","30 - 34세","2016. 05 월","3683.6","2846.5","2749.1","97.4","837.1","77.3","3.4","74.6",
"계","30 - 34세","2016. 06 월","3668.4","2850","2738.1","111.9","818.4","77.7","3.9","74.6",
"계","30 - 34세","2016. 07 월","3652.6","2842.6","2730.6","112","810","77.8","3.9","74.8",
"계","30 - 34세","2016. 08 월","3636.3","2811.9","2700.7","111.2","824.4","77.3","4","74.3",
"계","30 - 34세","2016. 09 월","3620.1","2792.8","2692.8","100","827.4","77.1","3.6","74.4",
"계","30 - 34세","2016. 10 월","3603.9","2780.7","2669.2","111.5","823.2","77.2","4","74.1",
"계","30 - 34세","2016. 11 월","3587.7","2793.6","2689.5","104.1","794.1","77.9","3.7","75",
"계","30 - 34세","2016. 12 월","3571.5","2797.2","2683.8","113.4","774.3","78.3","4.1","75.1",
"계","30 - 34세","2017. 01 월","3555.5","2770","2647.3","122.7","785.5","77.9","4.4","74.5",
"계","30 - 34세","2017. 02 월","3539.4","2766.9","2642.4","124.5","772.5","78.2","4.5","74.7",
"계","30 - 34세","2017. 03 월","3523.3","2756.2","2631.8","124.5","767","78.2","4.5","74.7",
"계","30 - 34세","2017. 04 월","3507","2746.3","2603.5","142.8","760.7","78.3","5.2","74.2",
"계","30 - 34세","2017. 05 월","3491.1","2705.7","2607.5","98.2","785.4","77.5","3.6","74.7",
"계","30 - 34세","2017. 06 월","3474.8","2698.9","2594.5","104.4","775.9","77.7","3.9","74.7",
"계","30 - 34세","2017. 07 월","3460.3","2680.8","2586","94.8","779.5","77.5","3.5","74.7",
"계","30 - 34세","2017. 08 월","3447.9","2658.2","2558.9","99.3","789.7","77.1","3.7","74.2",
"계","30 - 34세","2017. 09 월","3435.4","2668.2","2572.7","95.4","767.2","77.7","3.6","74.9",
"계","30 - 34세","2017. 10 월","3423.2","2661.6","2553.1","108.5","761.6","77.8","4.1","74.6",
"계","30 - 34세","2017. 11 월","3410.9","2662","2564.9","97.2","748.9","78","3.7","75.2",
"계","30 - 34세","2017. 12 월","3398.4","2669.7","2555.4","114.3","728.7","78.6","4.3","75.2",
"계","30 - 34세","2018. 01 월","3385.6","2660.9","2543.2","117.7","724.7","78.6","4.4","75.1",
"계","30 - 34세","2018. 02 월","3373.2","2642.7","2528.9","113.8","730.5","78.3","4.3","75",
"계","30 - 34세","2018. 03 월","3360.4","2651.5","2522.5","128.9","709","78.9","4.9","75.1",
"계","30 - 34세","2018. 04 월","3348","2665.9","2531.2","134.7","682.1","79.6","5.1","75.6",
"계","30 - 34세","2018. 05 월","3335.5","2650.3","2528.5","121.8","685.2","79.5","4.6","75.8",
"계","30 - 34세","2018. 06 월","3323","2630","2521.6","108.4","693","79.1","4.1","75.9",
"계","30 - 34세","2018. 07 월","3317.9","2605.6","2488.6","116.9","712.3","78.5","4.5","75",
"계","30 - 34세","2018. 08 월","3312.7","2600.7","2482.8","117.9","712.1","78.5","4.5","74.9",
"계","30 - 34세","2018. 09 월","3307.6","2612.4","2498.7","113.7","695.2","79","4.4","75.5",
"계","30 - 34세","2018. 10 월","3302.4","2623.8","2513","110.8","678.6","79.5","4.2","76.1",
"계","30 - 34세","2018. 11 월","3297.2","2606.9","2493.8","113.1","690.3","79.1","4.3","75.6",
"계","30 - 34세","2018. 12 월","3292.2","2593.2","2491.5","101.7","699","78.8","3.9","75.7",
"계","30 - 34세","2019. 01 월","3286.8","2569.9","2464.3","105.7","716.9","78.2","4.1","75",
"계","30 - 34세","2019. 02 월","3283.7","2577.2","2464.3","112.9","706.5","78.5","4.4","75",
"계","30 - 34세","2019. 03 월","3279.2","2592.8","2467.9","124.9","686.4","79.1","4.8","75.3",
"계","30 - 34세","2019. 04 월","3275","2605.7","2472.4","133.3","669.2","79.6","5.1","75.5",
"계","30 - 34세","2019. 05 월","3270.1","2617.1","2496.1","121","652.9","80","4.6","76.3",
"계","30 - 34세","2019. 06 월","3265.9","2635","2517.4","117.6","630.9","80.7","4.5","77.1",
"계","30 - 34세","2019. 07 월","3267.4","2633.1","2512.9","120.2","634.3","80.6","4.6","76.9",
"계","30 - 34세","2019. 08 월","3268.4","2605.3","2508.6","96.7","663","79.7","3.7","76.8",
"계","30 - 34세","2019. 09 월","3269.6","2592.2","2502.4","89.7","677.4","79.3","3.5","76.5",
"계","30 - 34세","2019. 10 월","3271","2582.3","2490.6","91.7","688.6","78.9","3.6","76.1",
"계","30 - 34세","2019. 11 월","3272.1","2601.6","2504.6","97","670.6","79.5","3.7","76.5",
"계","30 - 34세","2019. 12 월","3273.7","2596.3","2511.3","85","677.4","79.3","3.3","76.7",
"계","30 - 34세","2020. 01 월","3274","2612.2","2521.2","91","661.9","79.8","3.5","77",
"계","30 - 34세","2020. 02 월","3275.4","2618.8","2528.7","90.1","656.7","80","3.4","77.2",
"계","30 - 34세","2020. 03 월","3276.1","2586.2","2485.9","100.3","689.9","78.9","3.9","75.9",
"계","30 - 34세","2020. 04 월","3276.8","2607.3","2491.3","116.1","669.4","79.6","4.5","76",
"계","30 - 34세","2020. 05 월","3278.1","2611","2484","127.1","667.1","79.6","4.9","75.8",
"계","30 - 34세","2020. 06 월","3279","2623.3","2502.3","121","655.7","80","4.6","76.3",
"계","30 - 34세","2020. 07 월","3280.5","2607.4","2495.8","111.6","673.1","79.5","4.3","76.1",
"계","30 - 34세","2020. 08 월","3281.9","2555.8","2472.7","83.1","726.2","77.9","3.3","75.3",
"계","30 - 34세","2020. 09 월","3283.3","2575.8","2478.4","97.4","707.5","78.5","3.8","75.5",
"계","30 - 34세","2020. 10 월","3285","2591.6","2479.9","111.7","693.4","78.9","4.3","75.5",
"계","30 - 34세","2020. 11 월","3286.9","2602.3","2500.2","102.1","684.5","79.2","3.9","76.1",
"계","30 - 34세","2020. 12 월","3288.8","2613.2","2503","110.2","675.6","79.5","4.2","76.1",
"계","30 - 34세","2021. 01 월","3291.3","2614.7","2487.2","127.5","676.6","79.4","4.9","75.6",
"계","30 - 34세","2021. 02 월","3292.6","2612.5","2488.3","124.2","680.2","79.3","4.8","75.6",
"계","30 - 34세","2021. 03 월","3294","2615.6","2488.2","127.4","678.4","79.4","4.9","75.5",
"계","30 - 34세","2021. 04 월","3295.4","2611.5","2498.8","112.7","683.9","79.2","4.3","75.8",
"계","30 - 34세","2021. 05 월","3296.8","2641.7","2526.8","114.9","655.1","80.1","4.3","76.6",
"계","35 - 39세","2011. 01 월","4281","3208.6","3117","91.5","1072.4","74.9","2.9","72.8",
"계","35 - 39세","2011. 02 월","4268.7","3233.5","3130.4","103.1","1035.2","75.7","3.2","73.3",
"계","35 - 39세","2011. 03 월","4256.5","3241.7","3129","112.6","1014.8","76.2","3.5","73.5",
"계","35 - 39세","2011. 04 월","4244.2","3238.7","3135.1","103.6","1005.5","76.3","3.2","73.9",
"계","35 - 39세","2011. 05 월","4232.4","3196.9","3121.6","75.3","1035.5","75.5","2.4","73.8",
"계","35 - 39세","2011. 06 월","4219.8","3210.5","3123","87.5","1009.3","76.1","2.7","74",
"계","35 - 39세","2011. 07 월","4207.5","3163.3","3080.6","82.7","1044.1","75.2","2.6","73.2",
"계","35 - 39세","2011. 08 월","4194.7","3132.4","3035.5","96.9","1062.2","74.7","3.1","72.4",
"계","35 - 39세","2011. 09 월","4181.5","3117.3","3031.1","86.2","1064.2","74.5","2.8","72.5",
"계","35 - 39세","2011. 10 월","4168.5","3140.4","3062.8","77.5","1028.2","75.3","2.5","73.5",
"계","35 - 39세","2011. 11 월","4155.9","3135.1","3049.7","85.4","1020.9","75.4","2.7","73.4",
"계","35 - 39세","2011. 12 월","4144.3","3117.3","3038.7","78.7","1026.9","75.2","2.5","73.3",
"계","35 - 39세","2012. 01 월","4131","3091","3006.8","84.2","1040","74.8","2.7","72.8",
"계","35 - 39세","2012. 02 월","4118.2","3090.4","2984.8","105.6","1027.8","75","3.4","72.5",
"계","35 - 39세","2012. 03 월","4105.3","3085.9","2982.6","103.3","1019.5","75.2","3.3","72.7",
"계","35 - 39세","2012. 04 월","4092.3","3106.1","3002","104.1","986.2","75.9","3.4","73.4",
"계","35 - 39세","2012. 05 월","4079.8","3092.7","2990.2","102.5","987.1","75.8","3.3","73.3",
"계","35 - 39세","2012. 06 월","4066.6","3104.6","3020.5","84.2","962","76.3","2.7","74.3",
"계","35 - 39세","2012. 07 월","4054.5","3087.1","3003.2","83.9","967.4","76.1","2.7","74.1",
"계","35 - 39세","2012. 08 월","4042.9","3052.1","2975.4","76.7","990.8","75.5","2.5","73.6",
"계","35 - 39세","2012. 09 월","4031.1","3051.6","2975.2","76.4","979.6","75.7","2.5","73.8",
"계","35 - 39세","2012. 10 월","4019.4","3041.7","2964.6","77","977.7","75.7","2.5","73.8",
"계","35 - 39세","2012. 11 월","4008.1","3018.2","2947.8","70.4","989.9","75.3","2.3","73.5",
"계","35 - 39세","2012. 12 월","3997.8","2966.5","2905.9","60.5","1031.3","74.2","2","72.7",
"계","35 - 39세","2013. 01 월","3985.8","2934.5","2860.8","73.7","1051.4","73.6","2.5","71.8",
"계","35 - 39세","2013. 02 월","3974.6","2937.4","2855.6","81.8","1037.2","73.9","2.8","71.8",
"계","35 - 39세","2013. 03 월","3962.8","2950","2879.4","70.6","1012.8","74.4","2.4","72.7",
"계","35 - 39세","2013. 04 월","3951.3","2995.4","2920.7","74.8","955.9","75.8","2.5","73.9",
"계","35 - 39세","2013. 05 월","3939.9","2976.7","2904.9","71.8","963.2","75.6","2.4","73.7",
"계","35 - 39세","2013. 06 월","3928.6","2971.8","2899.9","71.9","956.9","75.6","2.4","73.8",
"계","35 - 39세","2013. 07 월","3919","2957.7","2890.2","67.6","961.3","75.5","2.3","73.7",
"계","35 - 39세","2013. 08 월","3911.1","2954.6","2889.4","65.2","956.5","75.5","2.2","73.9",
"계","35 - 39세","2013. 09 월","3903.2","2946.9","2902.8","44.1","956.3","75.5","1.5","74.4",
"계","35 - 39세","2013. 10 월","3895.3","2949.7","2900.9","48.7","945.6","75.7","1.7","74.5",
"계","35 - 39세","2013. 11 월","3887.4","2960.4","2910.1","50.2","927.1","76.2","1.7","74.9",
"계","35 - 39세","2013. 12 월","3879.6","2955.4","2891.7","63.8","924.2","76.2","2.2","74.5",
"계","35 - 39세","2014. 01 월","3871.5","2911.9","2851.5","60.3","959.6","75.2","2.1","73.7",
"계","35 - 39세","2014. 02 월","3863.7","2920.2","2834.3","85.9","943.5","75.6","2.9","73.4",
"계","35 - 39세","2014. 03 월","3855.7","2907","2826","80.9","948.8","75.4","2.8","73.3",
"계","35 - 39세","2014. 04 월","3847.8","2930","2839.7","90.3","917.8","76.1","3.1","73.8",
"계","35 - 39세","2014. 05 월","3839.9","2932.1","2850.3","81.7","907.8","76.4","2.8","74.2",
"계","35 - 39세","2014. 06 월","3832","2930.1","2843.6","86.5","901.9","76.5","3","74.2",
"계","35 - 39세","2014. 07 월","3829.5","2941.2","2855.9","85.2","888.3","76.8","2.9","74.6",
"계","35 - 39세","2014. 08 월","3832.8","2918.4","2836.8","81.7","914.3","76.1","2.8","74",
"계","35 - 39세","2014. 09 월","3835.9","2916.3","2836.4","79.9","919.6","76","2.7","73.9",
"계","35 - 39세","2014. 10 월","3838.8","2914.9","2833.1","81.7","923.9","75.9","2.8","73.8",
"계","35 - 39세","2014. 11 월","3842","2916.9","2845.7","71.2","925","75.9","2.4","74.1",
"계","35 - 39세","2014. 12 월","3845","2918.7","2850.7","68","926.3","75.9","2.3","74.1",
"계","35 - 39세","2015. 01 월","3848.2","2899.8","2827.9","71.9","948.3","75.4","2.5","73.5",
"계","35 - 39세","2015. 02 월","3851.4","2920.2","2835.2","85","931.2","75.8","2.9","73.6",
"계","35 - 39세","2015. 03 월","3854.5","2920.6","2831","89.6","933.9","75.8","3.1","73.4",
"계","35 - 39세","2015. 04 월","3857.7","2897.8","2804.7","93.1","959.9","75.1","3.2","72.7",
"계","35 - 39세","2015. 05 월","3860.8","2906.3","2824.1","82.2","954.5","75.3","2.8","73.1",
"계","35 - 39세","2015. 06 월","3864","2924.8","2837.2","87.6","939.2","75.7","3","73.4",
"계","35 - 39세","2015. 07 월","3868.6","2925.7","2839.9","85.8","942.9","75.6","2.9","73.4",
"계","35 - 39세","2015. 08 월","3874.6","2924.1","2829.8","94.3","950.5","75.5","3.2","73",
"계","35 - 39세","2015. 09 월","3880.7","2929.9","2837","92.9","950.8","75.5","3.2","73.1",
"계","35 - 39세","2015. 10 월","3886.7","2942.6","2852.3","90.2","944.1","75.7","3.1","73.4",
"계","35 - 39세","2015. 11 월","3892.7","2958.2","2882.6","75.6","934.5","76","2.6","74.1",
"계","35 - 39세","2015. 12 월","3898.8","2964.2","2894.5","69.7","934.6","76","2.4","74.2",
"계","35 - 39세","2016. 01 월","3901.9","2966.7","2891.4","75.3","935.2","76","2.5","74.1",
"계","35 - 39세","2016. 02 월","3908","2964.1","2878.1","86","943.9","75.8","2.9","73.6",
"계","35 - 39세","2016. 03 월","3914.2","2981","2900.5","80.5","933.2","76.2","2.7","74.1",
"계","35 - 39세","2016. 04 월","3920.2","2994.7","2921.9","72.8","925.5","76.4","2.4","74.5",
"계","35 - 39세","2016. 05 월","3926.3","3018.3","2936.3","82","908","76.9","2.7","74.8",
"계","35 - 39세","2016. 06 월","3932.4","3016.3","2946.8","69.6","916.1","76.7","2.3","74.9",
"계","35 - 39세","2016. 07 월","3939.3","3015.5","2943.5","71.9","923.8","76.5","2.4","74.7",
"계","35 - 39세","2016. 08 월","3947.1","3016.9","2942","74.8","930.3","76.4","2.5","74.5",
"계","35 - 39세","2016. 09 월","3955","3050.6","2963.9","86.7","904.4","77.1","2.8","74.9",
"계","35 - 39세","2016. 10 월","3962.9","3055.1","2971.6","83.5","907.8","77.1","2.7","75",
"계","35 - 39세","2016. 11 월","3970.7","3056.6","2988.2","68.4","914.1","77","2.2","75.3",
"계","35 - 39세","2016. 12 월","3978.6","3056.9","2993.5","63.4","921.6","76.8","2.1","75.2",
"계","35 - 39세","2017. 01 월","3986.7","3064.5","2993.1","71.4","922.2","76.9","2.3","75.1",
"계","35 - 39세","2017. 02 월","3994.6","3078.4","2987.7","90.7","916.3","77.1","2.9","74.8",
"계","35 - 39세","2017. 03 월","4002.6","3102.7","3003","99.7","899.9","77.5","3.2","75",
"계","35 - 39세","2017. 04 월","4010.4","3126.7","3037","89.7","883.7","78","2.9","75.7",
"계","35 - 39세","2017. 05 월","4018.5","3123.8","3039.5","84.3","894.7","77.7","2.7","75.6",
"계","35 - 39세","2017. 06 월","4026.3","3147","3063","84","879.3","78.2","2.7","76.1",
"계","35 - 39세","2017. 07 월","4031.2","3143.4","3067.9","75.6","887.8","78","2.4","76.1",
"계","35 - 39세","2017. 08 월","4033.6","3134.8","3045.6","89.2","898.8","77.7","2.8","75.5",
"계","35 - 39세","2017. 09 월","4035.7","3158.7","3088.4","70.3","877.1","78.3","2.2","76.5",
"계","35 - 39세","2017. 10 월","4038.3","3152.1","3086.1","66.1","886.2","78.1","2.1","76.4",
"계","35 - 39세","2017. 11 월","4040.7","3161.2","3091.2","70","879.6","78.2","2.2","76.5",
"계","35 - 39세","2017. 12 월","4043","3155","3095.5","59.5","888","78","1.9","76.6",
"계","35 - 39세","2018. 01 월","4045.1","3142.7","3083.2","59.5","902.4","77.7","1.9","76.2",
"계","35 - 39세","2018. 02 월","4047.6","3135.6","3067.2","68.3","912","77.5","2.2","75.8",
"계","35 - 39세","2018. 03 월","4049.6","3160.1","3074.7","85.4","889.6","78","2.7","75.9",
"계","35 - 39세","2018. 04 월","4052.1","3176.3","3092.6","83.7","875.8","78.4","2.6","76.3",
"계","35 - 39세","2018. 05 월","4054.5","3180.6","3087.3","93.3","873.9","78.4","2.9","76.1",
"계","35 - 39세","2018. 06 월","4056.9","3178.6","3085.8","92.8","878.3","78.4","2.9","76.1",
"계","35 - 39세","2018. 07 월","4053.5","3156.7","3074.6","82.1","896.8","77.9","2.6","75.9",
"계","35 - 39세","2018. 08 월","4050","3141.1","3044.2","96.8","909","77.6","3.1","75.2",
"계","35 - 39세","2018. 09 월","4046.6","3150.9","3058","92.9","895.7","77.9","2.9","75.6",
"계","35 - 39세","2018. 10 월","4043.1","3128.3","3052","76.2","914.9","77.4","2.4","75.5",
"계","35 - 39세","2018. 11 월","4039.6","3120.1","3064.4","55.7","919.5","77.2","1.8","75.9",
"계","35 - 39세","2018. 12 월","4036.3","3112.3","3056.9","55.5","924","77.1","1.8","75.7",
"계","35 - 39세","2019. 01 월","4032.4","3098.6","3036.5","62","933.9","76.8","2","75.3",
"계","35 - 39세","2019. 02 월","4030.9","3101.8","3017.2","84.5","929.2","77","2.7","74.9",
"계","35 - 39세","2019. 03 월","4027.9","3136.5","3047.3","89.2","891.4","77.9","2.8","75.7",
"계","35 - 39세","2019. 04 월","4025.2","3159.8","3061.7","98.2","865.4","78.5","3.1","76.1",
"계","35 - 39세","2019. 05 월","4021.8","3140.5","3047.1","93.4","881.4","78.1","3","75.8",
"계","35 - 39세","2019. 06 월","4019.2","3154.7","3058","96.6","864.5","78.5","3.1","76.1",
"계","35 - 39세","2019. 07 월","4006","3120.1","3027.5","92.6","885.9","77.9","3","75.6",
"계","35 - 39세","2019. 08 월","3992.1","3086","3009.3","76.7","906.1","77.3","2.5","75.4",
"계","35 - 39세","2019. 09 월","3978.5","3113.1","3041.8","71.3","865.5","78.2","2.3","76.5",
"계","35 - 39세","2019. 10 월","3965.1","3103.2","3024.5","78.7","861.8","78.3","2.5","76.3",
"계","35 - 39세","2019. 11 월","3951.4","3098.7","3028.1","70.7","852.7","78.4","2.3","76.6",
"계","35 - 39세","2019. 12 월","3938.2","3107.9","3039.2","68.7","830.3","78.9","2.2","77.2",
"계","35 - 39세","2020. 01 월","3923.8","3069.6","2997.2","72.4","854.2","78.2","2.4","76.4",
"계","35 - 39세","2020. 02 월","3910.4","3069.3","2972.1","97.3","841.1","78.5","3.2","76",
"계","35 - 39세","2020. 03 월","3896.4","3005.5","2921.4","84.1","890.9","77.1","2.8","75",
"계","35 - 39세","2020. 04 월","3882.3","2949.9","2870.5","79.4","932.4","76","2.7","73.9",
"계","35 - 39세","2020. 05 월","3868.9","2967.4","2875.9","91.5","901.5","76.7","3.1","74.3",
"계","35 - 39세","2020. 06 월","3855.1","2964.7","2878","86.7","890.4","76.9","2.9","74.7",
"계","35 - 39세","2020. 07 월","3840.7","2953.2","2874.9","78.3","887.5","76.9","2.7","74.9",
"계","35 - 39세","2020. 08 월","3826.3","2889.8","2815.6","74.1","936.5","75.5","2.6","73.6",
"계","35 - 39세","2020. 09 월","3811.8","2881","2782.1","98.9","930.8","75.6","3.4","73",
"계","35 - 39세","2020. 10 월","3797.6","2904.2","2795.8","108.5","893.4","76.5","3.7","73.6",
"계","35 - 39세","2020. 11 월","3783.7","2942.9","2838.9","104","840.9","77.8","3.5","75",
"계","35 - 39세","2020. 12 월","3769.9","2898.4","2801.1","97.4","871.4","76.9","3.4","74.3",
"계","35 - 39세","2021. 01 월","3756.7","2865.7","2757.9","107.7","891.1","76.3","3.8","73.4",
"계","35 - 39세","2021. 02 월","3742.4","2867.2","2774.7","92.4","875.3","76.6","3.2","74.1",
"계","35 - 39세","2021. 03 월","3728.1","2844.6","2749.5","95","883.5","76.3","3.3","73.8",
"계","35 - 39세","2021. 04 월","3713.8","2848.8","2764.6","84.2","864.9","76.7","3","74.4",
"계","35 - 39세","2021. 05 월","3699.5","2830.7","2764.6","66.1","868.8","76.5","2.3","74.7",
"계","40 - 44세","2011. 01 월","4341.8","3424.3","3356.5","67.9","917.4","78.9","2","77.3",
"계","40 - 44세","2011. 02 월","4350.2","3439.5","3340.9","98.6","910.7","79.1","2.9","76.8",
"계","40 - 44세","2011. 03 월","4358.8","3498.9","3409.1","89.8","859.9","80.3","2.6","78.2",
"계","40 - 44세","2011. 04 월","4367.2","3523.7","3441.8","82","843.4","80.7","2.3","78.8",
"계","40 - 44세","2011. 05 월","4376","3543.3","3461.2","82.1","832.6","81","2.3","79.1",
"계","40 - 44세","2011. 06 월","4384.2","3563.8","3486.7","77.1","820.4","81.3","2.2","79.5",
"계","40 - 44세","2011. 07 월","4391.7","3545.7","3473.8","71.9","846","80.7","2","79.1",
"계","40 - 44세","2011. 08 월","4398","3517","3449.5","67.6","880.9","80","1.9","78.4",
"계","40 - 44세","2011. 09 월","4403.9","3512.4","3432.6","79.8","891.5","79.8","2.3","77.9",
"계","40 - 44세","2011. 10 월","4410.1","3547.6","3465","82.6","862.5","80.4","2.3","78.6",
"계","40 - 44세","2011. 11 월","4416.5","3547.6","3472.6","75","868.9","80.3","2.1","78.6",
"계","40 - 44세","2011. 12 월","4423.6","3525.3","3452.3","73","898.2","79.7","2.1","78",
"계","40 - 44세","2012. 01 월","4429.4","3478","3394","83.9","951.5","78.5","2.4","76.6",
"계","40 - 44세","2012. 02 월","4435.7","3497.1","3403.7","93.4","938.6","78.8","2.7","76.7",
"계","40 - 44세","2012. 03 월","4441.9","3552.6","3463.1","89.5","889.3","80","2.5","78",
"계","40 - 44세","2012. 04 월","4448","3561.1","3485.3","75.8","886.8","80.1","2.1","78.4",
"계","40 - 44세","2012. 05 월","4454.5","3572.7","3498.6","74.2","881.7","80.2","2.1","78.5",
"계","40 - 44세","2012. 06 월","4460.4","3584","3503.1","80.8","876.5","80.4","2.3","78.5",
"계","40 - 44세","2012. 07 월","4465.4","3541.4","3473.7","67.7","924","79.3","1.9","77.8",
"계","40 - 44세","2012. 08 월","4469","3517.3","3438.5","78.8","951.7","78.7","2.2","76.9",
"계","40 - 44세","2012. 09 월","4472.5","3556.4","3475.9","80.6","916","79.5","2.3","77.7",
"계","40 - 44세","2012. 10 월","4476","3564.1","3490.7","73.4","911.9","79.6","2.1","78",
"계","40 - 44세","2012. 11 월","4479.8","3564.1","3490.2","73.9","915.7","79.6","2.1","77.9",
"계","40 - 44세","2012. 12 월","4484.3","3540.9","3470","71","943.3","79","2","77.4",
"계","40 - 44세","2013. 01 월","4487.6","3505.3","3434.8","70.5","982.3","78.1","2","76.5",
"계","40 - 44세","2013. 02 월","4491.5","3497","3420.3","76.7","994.5","77.9","2.2","76.2",
"계","40 - 44세","2013. 03 월","4495","3528.2","3445.1","83.1","966.7","78.5","2.4","76.6",
"계","40 - 44세","2013. 04 월","4498.6","3560.2","3478.6","81.6","938.4","79.1","2.3","77.3",
"계","40 - 44세","2013. 05 월","4502.3","3583.1","3498.3","84.9","919.2","79.6","2.4","77.7",
"계","40 - 44세","2013. 06 월","4506.2","3601","3518.2","82.8","905.2","79.9","2.3","78.1",
"계","40 - 44세","2013. 07 월","4506","3585.1","3498.1","87.1","920.9","79.6","2.4","77.6",
"계","40 - 44세","2013. 08 월","4502","3565","3485.4","79.6","937","79.2","2.2","77.4",
"계","40 - 44세","2013. 09 월","4498","3565.6","3495","70.5","932.5","79.3","2","77.7",
"계","40 - 44세","2013. 10 월","4494","3596.9","3531.8","65.1","897.1","80","1.8","78.6",
"계","40 - 44세","2013. 11 월","4490.1","3579.6","3520.7","58.9","910.5","79.7","1.6","78.4",
"계","40 - 44세","2013. 12 월","4486.1","3571.5","3509.2","62.3","914.7","79.6","1.7","78.2",
"계","40 - 44세","2014. 01 월","4482","3551.3","3482.2","69.1","930.7","79.2","1.9","77.7",
"계","40 - 44세","2014. 02 월","4478.1","3562.7","3469.8","92.8","915.4","79.6","2.6","77.5",
"계","40 - 44세","2014. 03 월","4474","3585.5","3502.8","82.8","888.5","80.1","2.3","78.3",
"계","40 - 44세","2014. 04 월","4470","3595.1","3501.6","93.5","874.9","80.4","2.6","78.3",
"계","40 - 44세","2014. 05 월","4466","3582.9","3497","86","883.1","80.2","2.4","78.3",
"계","40 - 44세","2014. 06 월","4462","3563.1","3491.9","71.2","898.9","79.9","2","78.3",
"계","40 - 44세","2014. 07 월","4456.5","3542.7","3473.1","69.6","913.8","79.5","2","77.9",
"계","40 - 44세","2014. 08 월","4449.9","3554.5","3481","73.5","895.4","79.9","2.1","78.2",
"계","40 - 44세","2014. 09 월","4443.1","3543.2","3476.9","66.3","899.9","79.7","1.9","78.3",
"계","40 - 44세","2014. 10 월","4436.1","3539.4","3467.6","71.8","896.8","79.8","2","78.2",
"계","40 - 44세","2014. 11 월","4429.4","3536.8","3461.3","75.5","892.6","79.8","2.1","78.1",
"계","40 - 44세","2014. 12 월","4422.6","3516.4","3433.6","82.9","906.1","79.5","2.4","77.6",
"계","40 - 44세","2015. 01 월","4415.8","3484.6","3407.1","77.5","931.1","78.9","2.2","77.2",
"계","40 - 44세","2015. 02 월","4409.1","3475.1","3390.1","85","934","78.8","2.4","76.9",
"계","40 - 44세","2015. 03 월","4402.3","3478.5","3384.6","94","923.7","79","2.7","76.9",
"계","40 - 44세","2015. 04 월","4395.5","3508.5","3416.1","92.4","887","79.8","2.6","77.7",
"계","40 - 44세","2015. 05 월","4388.8","3522.1","3413.1","109","866.7","80.3","3.1","77.8",
"계","40 - 44세","2015. 06 월","4382","3513.9","3428.2","85.7","868.1","80.2","2.4","78.2",
"계","40 - 44세","2015. 07 월","4371.6","3497.6","3411.2","86.4","874","80","2.5","78",
"계","40 - 44세","2015. 08 월","4357.6","3491.2","3398.5","92.7","866.3","80.1","2.7","78",
"계","40 - 44세","2015. 09 월","4343.6","3498.7","3425","73.7","844.9","80.5","2.1","78.9",
"계","40 - 44세","2015. 10 월","4329.5","3498.2","3425.8","72.4","831.2","80.8","2.1","79.1",
"계","40 - 44세","2015. 11 월","4315.4","3467.7","3396.3","71.3","847.7","80.4","2.1","78.7",
"계","40 - 44세","2015. 12 월","4301.4","3448.4","3374.6","73.8","853.1","80.2","2.1","78.5",
"계","40 - 44세","2016. 01 월","4277.4","3413.5","3334","79.4","864","79.8","2.3","77.9",
"계","40 - 44세","2016. 02 월","4263.4","3414.8","3320.5","94.4","848.6","80.1","2.8","77.9",
"계","40 - 44세","2016. 03 월","4249.6","3378.8","3291.4","87.4","870.8","79.5","2.6","77.5",
"계","40 - 44세","2016. 04 월","4235.5","3380.3","3300.5","79.7","855.3","79.8","2.4","77.9",
"계","40 - 44세","2016. 05 월","4221.6","3380.5","3304.5","76","841.1","80.1","2.2","78.3",
"계","40 - 44세","2016. 06 월","4207.6","3372.3","3297.5","74.8","835.2","80.1","2.2","78.4",
"계","40 - 44세","2016. 07 월","4194.4","3354.4","3286.2","68.2","840","80","2","78.3",
"계","40 - 44세","2016. 08 월","4182.1","3354.4","3275","79.4","827.7","80.2","2.4","78.3",
"계","40 - 44세","2016. 09 월","4169.9","3336.8","3262.3","74.5","833","80","2.2","78.2",
"계","40 - 44세","2016. 10 월","4157.7","3311.3","3236.9","74.4","846.3","79.6","2.2","77.9",
"계","40 - 44세","2016. 11 월","4145.4","3320","3259.3","60.7","825.4","80.1","1.8","78.6",
