"성별","연령계층별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]",
"남자","35 - 39세","2013. 11 월","1985.8","1879","1845.2","33.8","106.8","94.6","1.8","92.9",
"남자","35 - 39세","2013. 12 월","1982.1","1871.9","1830.3","41.6","110.2","94.4","2.2","92.3",
"남자","35 - 39세","2014. 01 월","1978.1","1858.3","1819.1","39.2","119.9","93.9","2.1","92",
"남자","35 - 39세","2014. 02 월","1974.4","1862.5","1817.2","45.3","111.9","94.3","2.4","92",
"남자","35 - 39세","2014. 03 월","1970.6","1854.5","1812.8","41.7","116","94.1","2.2","92",
"남자","35 - 39세","2014. 04 월","1966.7","1862.6","1813.9","48.8","104.1","94.7","2.6","92.2",
"남자","35 - 39세","2014. 05 월","1963","1856.1","1812.2","43.9","106.9","94.6","2.4","92.3",
"남자","35 - 39세","2014. 06 월","1959.2","1847.7","1800.9","46.8","111.4","94.3","2.5","91.9",
"남자","35 - 39세","2014. 07 월","1958.1","1858.1","1809.9","48.2","99.9","94.9","2.6","92.4",
"남자","35 - 39세","2014. 08 월","1960","1852.2","1799","53.2","107.8","94.5","2.9","91.8",
"남자","35 - 39세","2014. 09 월","1961.8","1846","1802.1","43.9","115.8","94.1","2.4","91.9",
"남자","35 - 39세","2014. 10 월","1963.3","1854.1","1806.4","47.7","109.2","94.4","2.6","92",
"남자","35 - 39세","2014. 11 월","1965.2","1857.1","1812.3","44.7","108.1","94.5","2.4","92.2",
"남자","35 - 39세","2014. 12 월","1966.9","1852.1","1808.6","43.5","114.9","94.2","2.3","92",
"남자","35 - 39세","2015. 01 월","1968.7","1853","1813.4","39.6","115.7","94.1","2.1","92.1",
"남자","35 - 39세","2015. 02 월","1970.6","1867.6","1818.3","49.3","103","94.8","2.6","92.3",
"남자","35 - 39세","2015. 03 월","1972.4","1864.3","1814.7","49.6","108.1","94.5","2.7","92",
"남자","35 - 39세","2015. 04 월","1974.3","1855.4","1801.7","53.7","118.8","94","2.9","91.3",
"남자","35 - 39세","2015. 05 월","1976.1","1861.8","1816.1","45.7","114.3","94.2","2.5","91.9",
"남자","35 - 39세","2015. 06 월","1977.9","1873.1","1820.5","52.7","104.7","94.7","2.8","92",
"남자","35 - 39세","2015. 07 월","1980.4","1874.2","1818.2","56","106.2","94.6","3","91.8",
"남자","35 - 39세","2015. 08 월","1983.7","1878","1816.1","61.9","105.7","94.7","3.3","91.6",
"남자","35 - 39세","2015. 09 월","1987.1","1874.7","1809.9","64.7","112.5","94.3","3.5","91.1",
"남자","35 - 39세","2015. 10 월","1990.4","1878.6","1817.6","61.1","111.7","94.4","3.3","91.3",
"남자","35 - 39세","2015. 11 월","1993.6","1880.2","1826.6","53.6","113.4","94.3","2.9","91.6",
"남자","35 - 39세","2015. 12 월","1997","1889.8","1842.2","47.5","107.3","94.6","2.5","92.2",
"남자","35 - 39세","2016. 01 월","1998.4","1887.1","1834","53.1","111.3","94.4","2.8","91.8",
"남자","35 - 39세","2016. 02 월","2001.8","1882.9","1821.8","61","118.9","94.1","3.2","91",
"남자","35 - 39세","2016. 03 월","2005.3","1885.7","1829.1","56.6","119.6","94","3","91.2",
"남자","35 - 39세","2016. 04 월","2008.6","1887.2","1843.6","43.6","121.5","94","2.3","91.8",
"남자","35 - 39세","2016. 05 월","2012.1","1900.5","1851.5","49","111.6","94.5","2.6","92",
"남자","35 - 39세","2016. 06 월","2015.4","1902.4","1855.6","46.7","113","94.4","2.5","92.1",
"남자","35 - 39세","2016. 07 월","2019","1899.5","1855.1","44.4","119.5","94.1","2.3","91.9",
"남자","35 - 39세","2016. 08 월","2023.1","1896.6","1849.9","46.7","126.5","93.7","2.5","91.4",
"남자","35 - 39세","2016. 09 월","2027.2","1908","1855.9","52.1","119.2","94.1","2.7","91.5",
"남자","35 - 39세","2016. 10 월","2031.3","1921.6","1871.1","50.5","109.7","94.6","2.6","92.1",
"남자","35 - 39세","2016. 11 월","2035.4","1931.4","1896.8","34.6","104","94.9","1.8","93.2",
"남자","35 - 39세","2016. 12 월","2039.4","1927","1889.7","37.3","112.4","94.5","1.9","92.7",
"남자","35 - 39세","2017. 01 월","2043.9","1930.1","1891","39.2","113.8","94.4","2","92.5",
"남자","35 - 39세","2017. 02 월","2048","1934.5","1889.7","44.8","113.5","94.5","2.3","92.3",
"남자","35 - 39세","2017. 03 월","2052.2","1948","1894","53.9","104.2","94.9","2.8","92.3",
"남자","35 - 39세","2017. 04 월","2056.3","1957.7","1904.4","53.3","98.6","95.2","2.7","92.6",
"남자","35 - 39세","2017. 05 월","2060.6","1954","1907.2","46.8","106.5","94.8","2.4","92.6",
"남자","35 - 39세","2017. 06 월","2064.5","1965.8","1915.7","50.1","98.7","95.2","2.5","92.8",
"남자","35 - 39세","2017. 07 월","2067.2","1970.2","1925.9","44.3","97","95.3","2.2","93.2",
"남자","35 - 39세","2017. 08 월","2068.6","1969.2","1905.6","63.7","99.4","95.2","3.2","92.1",
"남자","35 - 39세","2017. 09 월","2070","1970.4","1922.5","47.9","99.6","95.2","2.4","92.9",
"남자","35 - 39세","2017. 10 월","2071.7","1965.6","1927.5","38.1","106.1","94.9","1.9","93",
"남자","35 - 39세","2017. 11 월","2073.3","1975","1930.7","44.3","98.3","95.3","2.2","93.1",
"남자","35 - 39세","2017. 12 월","2074.7","1967.3","1926.6","40.7","107.4","94.8","2.1","92.9",
"남자","35 - 39세","2018. 01 월","2076","1963.9","1925.3","38.5","112.1","94.6","2","92.7",
"남자","35 - 39세","2018. 02 월","2077.5","1959.3","1915","44.3","118.2","94.3","2.3","92.2",
"남자","35 - 39세","2018. 03 월","2078.5","1961.6","1902.9","58.7","116.9","94.4","3","91.6",
"남자","35 - 39세","2018. 04 월","2080.1","1968.2","1910.6","57.6","111.8","94.6","2.9","91.9",
"남자","35 - 39세","2018. 05 월","2081.5","1967.1","1902.3","64.8","114.4","94.5","3.3","91.4",
"남자","35 - 39세","2018. 06 월","2083","1959.5","1905.8","53.7","123.6","94.1","2.7","91.5",
"남자","35 - 39세","2018. 07 월","2081.7","1947.6","1899.8","47.8","134.1","93.6","2.5","91.3",
"남자","35 - 39세","2018. 08 월","2080.4","1944.8","1890.2","54.6","135.6","93.5","2.8","90.9",
"남자","35 - 39세","2018. 09 월","2079.1","1953.4","1896.6","56.8","125.7","94","2.9","91.2",
"남자","35 - 39세","2018. 10 월","2077.8","1944.2","1897","47.2","133.7","93.6","2.4","91.3",
"남자","35 - 39세","2018. 11 월","2076.4","1938.3","1905.6","32.8","138.1","93.3","1.7","91.8",
"남자","35 - 39세","2018. 12 월","2075.3","1930.6","1901.6","29","144.8","93","1.5","91.6",
"남자","35 - 39세","2019. 01 월","2073.3","1917.8","1892.9","24.9","155.5","92.5","1.3","91.3",
"남자","35 - 39세","2019. 02 월","2073.5","1931.4","1888.5","42.9","142.2","93.1","2.2","91.1",
"남자","35 - 39세","2019. 03 월","2072.4","1936.8","1891.2","45.5","135.7","93.5","2.3","91.3",
"남자","35 - 39세","2019. 04 월","2071.6","1944.5","1884.7","59.8","127","93.9","3.1","91",
"남자","35 - 39세","2019. 05 월","2070","1941.4","1886.8","54.6","128.6","93.8","2.8","91.1",
"남자","35 - 39세","2019. 06 월","2069.2","1951.4","1896.1","55.3","117.8","94.3","2.8","91.6",
"남자","35 - 39세","2019. 07 월","2063","1930.1","1872.9","57.2","133","93.6","3","90.8",
"남자","35 - 39세","2019. 08 월","2056.2","1916.5","1868.3","48.2","139.7","93.2","2.5","90.9",
"남자","35 - 39세","2019. 09 월","2049.8","1908.9","1862.6","46.3","140.8","93.1","2.4","90.9",
"남자","35 - 39세","2019. 10 월","2043.4","1904.7","1852.7","52.1","138.7","93.2","2.7","90.7",
"남자","35 - 39세","2019. 11 월","2036.8","1895.2","1849.1","46","141.7","93","2.4","90.8",
"남자","35 - 39세","2019. 12 월","2030.8","1889.3","1855.9","33.4","141.4","93","1.8","91.4",
"남자","35 - 39세","2020. 01 월","2023.5","1872.9","1839.5","33.4","150.5","92.6","1.8","90.9",
"남자","35 - 39세","2020. 02 월","2017.2","1877.1","1819.9","57.2","140.1","93.1","3","90.2",
"남자","35 - 39세","2020. 03 월","2010.3","1856.7","1808.7","47.9","153.6","92.4","2.6","90",
"남자","35 - 39세","2020. 04 월","2003.3","1835.3","1783.1","52.2","168","91.6","2.8","89",
"남자","35 - 39세","2020. 05 월","1997","1844.7","1784.8","59.9","152.3","92.4","3.2","89.4",
"남자","35 - 39세","2020. 06 월","1990.2","1837.3","1784.8","52.5","152.9","92.3","2.9","89.7",
"남자","35 - 39세","2020. 07 월","1983.1","1839.7","1795.8","43.9","143.4","92.8","2.4","90.6",
"남자","35 - 39세","2020. 08 월","1976","1813.5","1767.2","46.3","162.5","91.8","2.6","89.4",
"남자","35 - 39세","2020. 09 월","1968.8","1799.9","1739.2","60.6","168.9","91.4","3.4","88.3",
"남자","35 - 39세","2020. 10 월","1961.9","1805.2","1739","66.2","156.7","92","3.7","88.6",
"남자","35 - 39세","2020. 11 월","1955.2","1810.7","1750.8","59.9","144.6","92.6","3.3","89.5",
"남자","35 - 39세","2020. 12 월","1948.7","1782.6","1733.4","49.2","166","91.5","2.8","89",
"남자","35 - 39세","2021. 01 월","1942.6","1783.8","1719.4","64.5","158.8","91.8","3.6","88.5",
"남자","35 - 39세","2021. 02 월","1935.3","1787.4","1734.6","52.8","147.9","92.4","3","89.6",
"남자","35 - 39세","2021. 03 월","1928","1784.1","1731","53.2","143.9","92.5","3","89.8",
"남자","35 - 39세","2021. 04 월","1920.8","1774.3","1732.9","41.4","146.5","92.4","2.3","90.2",
"남자","35 - 39세","2021. 05 월","1913.6","1772.3","1733.4","38.9","141.2","92.6","2.2","90.6",
"남자","40 - 44세","2011. 01 월","2198.9","2048.6","2007.3","41.4","150.3","93.2","2","91.3",
"남자","40 - 44세","2011. 02 월","2202.8","2063.4","2001.3","62.1","139.5","93.7","3","90.9",
"남자","40 - 44세","2011. 03 월","2206.9","2083.1","2030.5","52.6","123.8","94.4","2.5","92",
"남자","40 - 44세","2011. 04 월","2210.8","2088.3","2048.2","40.1","122.5","94.5","1.9","92.6",
"남자","40 - 44세","2011. 05 월","2215.1","2093.7","2047.1","46.6","121.4","94.5","2.2","92.4",
"남자","40 - 44세","2011. 06 월","2218.8","2101.6","2057.2","44.4","117.2","94.7","2.1","92.7",
"남자","40 - 44세","2011. 07 월","2222.5","2100.1","2054.9","45.2","122.4","94.5","2.2","92.5",
"남자","40 - 44세","2011. 08 월","2225.7","2098.9","2059.1","39.8","126.8","94.3","1.9","92.5",
"남자","40 - 44세","2011. 09 월","2228.6","2094.6","2045.1","49.5","134","94","2.4","91.8",
"남자","40 - 44세","2011. 10 월","2231.7","2106.8","2059.4","47.4","125","94.4","2.2","92.3",
"남자","40 - 44세","2011. 11 월","2235.1","2122.4","2080.3","42.1","112.6","95","2","93.1",
"남자","40 - 44세","2011. 12 월","2239.1","2113.9","2071.4","42.5","125.3","94.4","2","92.5",
"남자","40 - 44세","2012. 01 월","2242","2098.2","2048.7","49.5","143.8","93.6","2.4","91.4",
"남자","40 - 44세","2012. 02 월","2245.2","2109.2","2053.3","55.9","136","93.9","2.7","91.5",
"남자","40 - 44세","2012. 03 월","2248.3","2123.9","2075.3","48.6","124.4","94.5","2.3","92.3",
"남자","40 - 44세","2012. 04 월","2251.4","2129.2","2084.3","44.9","122.1","94.6","2.1","92.6",
"남자","40 - 44세","2012. 05 월","2254.8","2139","2090.6","48.3","115.8","94.9","2.3","92.7",
"남자","40 - 44세","2012. 06 월","2257.7","2147","2097.3","49.7","110.7","95.1","2.3","92.9",
"남자","40 - 44세","2012. 07 월","2260.4","2130.8","2087.2","43.7","129.6","94.3","2.1","92.3",
"남자","40 - 44세","2012. 08 월","2262.5","2127.3","2078.5","48.9","135.2","94","2.3","91.9",
"남자","40 - 44세","2012. 09 월","2264.5","2138.6","2084.1","54.5","125.9","94.4","2.5","92",
"남자","40 - 44세","2012. 10 월","2266.5","2132","2091","41","134.5","94.1","1.9","92.3",
"남자","40 - 44세","2012. 11 월","2268.8","2138.6","2095","43.6","130.2","94.3","2","92.3",
"남자","40 - 44세","2012. 12 월","2271.9","2128.5","2083.6","44.9","143.3","93.7","2.1","91.7",
"남자","40 - 44세","2013. 01 월","2273.7","2111.6","2067.3","44.4","162.1","92.9","2.1","90.9",
"남자","40 - 44세","2013. 02 월","2276.1","2113.5","2065.7","47.8","162.6","92.9","2.3","90.8",
"남자","40 - 44세","2013. 03 월","2278.1","2134.9","2084.9","50.1","143.2","93.7","2.3","91.5",
"남자","40 - 44세","2013. 04 월","2280.2","2146.6","2094.5","52.1","133.6","94.1","2.4","91.9",
"남자","40 - 44세","2013. 05 월","2282.5","2150.4","2096.8","53.6","132.1","94.2","2.5","91.9",
"남자","40 - 44세","2013. 06 월","2284.8","2156.4","2103.5","53","128.4","94.4","2.5","92.1",
"남자","40 - 44세","2013. 07 월","2285.2","2149.3","2093.8","55.5","135.9","94.1","2.6","91.6",
"남자","40 - 44세","2013. 08 월","2283.6","2145.9","2097.8","48","137.8","94","2.2","91.9",
"남자","40 - 44세","2013. 09 월","2282.1","2146.4","2101.1","45.3","135.7","94.1","2.1","92.1",
"남자","40 - 44세","2013. 10 월","2280.5","2162.1","2125.7","36.3","118.5","94.8","1.7","93.2",
"남자","40 - 44세","2013. 11 월","2279","2166.8","2133.6","33.2","112.2","95.1","1.5","93.6",
"남자","40 - 44세","2013. 12 월","2277.5","2166.7","2129.5","37.3","110.8","95.1","1.7","93.5",
"남자","40 - 44세","2014. 01 월","2275.9","2151.9","2107.7","44.2","123.9","94.6","2.1","92.6",
"남자","40 - 44세","2014. 02 월","2274.4","2160.8","2109.5","51.3","113.6","95","2.4","92.7",
"남자","40 - 44세","2014. 03 월","2272.8","2165.3","2113.9","51.4","107.4","95.3","2.4","93",
"남자","40 - 44세","2014. 04 월","2271.2","2175.4","2124.4","51","95.8","95.8","2.3","93.5",
"남자","40 - 44세","2014. 05 월","2269.7","2170","2124.3","45.7","99.7","95.6","2.1","93.6",
"남자","40 - 44세","2014. 06 월","2268.1","2165.8","2127","38.8","102.3","95.5","1.8","93.8",
"남자","40 - 44세","2014. 07 월","2265.7","2152.7","2107.8","44.9","113","95","2.1","93",
"남자","40 - 44세","2014. 08 월","2262.7","2158.5","2108","50.5","104.2","95.4","2.3","93.2",
"남자","40 - 44세","2014. 09 월","2259.5","2154.6","2111.8","42.8","104.9","95.4","2","93.5",
"남자","40 - 44세","2014. 10 월","2256.2","2157.3","2113.1","44.2","99","95.6","2","93.7",
"남자","40 - 44세","2014. 11 월","2253.2","2149.4","2107.1","42.4","103.7","95.4","2","93.5",
"남자","40 - 44세","2014. 12 월","2250","2138.7","2092.8","45.9","111.3","95.1","2.1","93",
"남자","40 - 44세","2015. 01 월","2246.9","2117.7","2073.8","44","129.1","94.2","2.1","92.3",
"남자","40 - 44세","2015. 02 월","2243.8","2103.1","2059.2","43.9","140.7","93.7","2.1","91.8",
"남자","40 - 44세","2015. 03 월","2240.7","2107.4","2061.7","45.6","133.3","94.1","2.2","92",
"남자","40 - 44세","2015. 04 월","2237.6","2120.3","2073.8","46.5","117.3","94.8","2.2","92.7",
"남자","40 - 44세","2015. 05 월","2234.5","2122.4","2072.6","49.8","112.1","95","2.3","92.8",
"남자","40 - 44세","2015. 06 월","2231.4","2118.2","2073.2","45","113.2","94.9","2.1","92.9",
"남자","40 - 44세","2015. 07 월","2226.1","2111.6","2068","43.5","114.6","94.9","2.1","92.9",
"남자","40 - 44세","2015. 08 월","2218.8","2096.4","2048.8","47.6","122.4","94.5","2.3","92.3",
"남자","40 - 44세","2015. 09 월","2211.5","2086.5","2047.7","38.8","125","94.3","1.9","92.6",
"남자","40 - 44세","2015. 10 월","2204.1","2082.1","2045","37.1","121.9","94.5","1.8","92.8",
"남자","40 - 44세","2015. 11 월","2196.7","2078.6","2041.2","37.4","118.1","94.6","1.8","92.9",
"남자","40 - 44세","2015. 12 월","2189.4","2067.8","2027.1","40.7","121.6","94.4","2","92.6",
"남자","40 - 44세","2016. 01 월","2172.6","2041.5","2001.5","40","131.1","94","2","92.1",
"남자","40 - 44세","2016. 02 월","2165.3","2034.9","1992.7","42.2","130.4","94","2.1","92",
"남자","40 - 44세","2016. 03 월","2158.2","2023.8","1986.8","37","134.4","93.8","1.8","92.1",
"남자","40 - 44세","2016. 04 월","2150.8","2025.1","1987.5","37.6","125.7","94.2","1.9","92.4",
"남자","40 - 44세","2016. 05 월","2143.7","2029.3","1990.1","39.2","114.3","94.7","1.9","92.8",
"남자","40 - 44세","2016. 06 월","2136.2","2029.6","1989.7","39.9","106.6","95","2","93.1",
"남자","40 - 44세","2016. 07 월","2129.4","2025.8","1987.8","38","103.6","95.1","1.9","93.4",
"남자","40 - 44세","2016. 08 월","2123.2","2020.3","1978.5","41.8","102.9","95.2","2.1","93.2",
"남자","40 - 44세","2016. 09 월","2117.1","2016.3","1977.8","38.5","100.8","95.2","1.9","93.4",
"남자","40 - 44세","2016. 10 월","2111","2007.6","1971","36.6","103.4","95.1","1.8","93.4",
"남자","40 - 44세","2016. 11 월","2104.9","2000.2","1968.4","31.8","104.6","95","1.6","93.5",
"남자","40 - 44세","2016. 12 월","2098.7","1983.1","1951.6","31.5","115.6","94.5","1.6","93",
"남자","40 - 44세","2017. 01 월","2093","1964.3","1928.8","35.5","128.6","93.9","1.8","92.2",
"남자","40 - 44세","2017. 02 월","2086.9","1967.8","1924","43.8","119.1","94.3","2.2","92.2",
"남자","40 - 44세","2017. 03 월","2080.9","1974","1924.4","49.5","106.9","94.9","2.5","92.5",
"남자","40 - 44세","2017. 04 월","2074.7","1978.7","1923","55.7","96","95.4","2.8","92.7",
"남자","40 - 44세","2017. 05 월","2068.8","1964.3","1915.8","48.5","104.5","94.9","2.5","92.6",
"남자","40 - 44세","2017. 06 월","2062.5","1967.7","1920.5","47.2","94.7","95.4","2.4","93.1",
"남자","40 - 44세","2017. 07 월","2056.5","1954.8","1908.9","45.9","101.7","95.1","2.3","92.8",
"남자","40 - 44세","2017. 08 월","2050.9","1946","1910.9","35.2","104.9","94.9","1.8","93.2",
"남자","40 - 44세","2017. 09 월","2045.2","1935.6","1904.2","31.4","109.6","94.6","1.6","93.1",
"남자","40 - 44세","2017. 10 월","2039.8","1922.4","1891.1","31.3","117.4","94.2","1.6","92.7",
"남자","40 - 44세","2017. 11 월","2034.4","1919.4","1891.1","28.3","114.9","94.3","1.5","93",
"남자","40 - 44세","2017. 12 월","2028.7","1915.3","1879.8","35.5","113.4","94.4","1.9","92.7",
"남자","40 - 44세","2018. 01 월","2023","1914.4","1876","38.4","108.6","94.6","2","92.7",
"남자","40 - 44세","2018. 02 월","2017.5","1910.8","1868.5","42.3","106.7","94.7","2.2","92.6",
"남자","40 - 44세","2018. 03 월","2011.5","1902.8","1849.6","53.2","108.8","94.6","2.8","92",
"남자","40 - 44세","2018. 04 월","2006.2","1906.9","1850.6","56.3","99.2","95.1","3","92.2",
"남자","40 - 44세","2018. 05 월","2000.6","1899.6","1854.3","45.4","101","95","2.4","92.7",
"남자","40 - 44세","2018. 06 월","1995.2","1899","1846.8","52.2","96.2","95.2","2.7","92.6",
"남자","40 - 44세","2018. 07 월","1991.1","1888.9","1835.6","53.3","102.3","94.9","2.8","92.2",
"남자","40 - 44세","2018. 08 월","1987","1877.5","1820","57.5","109.6","94.5","3.1","91.6",
"남자","40 - 44세","2018. 09 월","1982.9","1871.4","1818.5","53","111.5","94.4","2.8","91.7",
"남자","40 - 44세","2018. 10 월","1978.8","1863.8","1812.2","51.6","115","94.2","2.8","91.6",
"남자","40 - 44세","2018. 11 월","1974.6","1867.8","1816.1","51.7","106.8","94.6","2.8","92",
"남자","40 - 44세","2018. 12 월","1970.8","1855.4","1806.3","49.1","115.4","94.1","2.6","91.7",
"남자","40 - 44세","2019. 01 월","1966","1849","1792.1","57","116.9","94","3.1","91.2",
"남자","40 - 44세","2019. 02 월","1963.4","1853.6","1801.1","52.6","109.8","94.4","2.8","91.7",
"남자","40 - 44세","2019. 03 월","1959.5","1838","1787.6","50.4","121.6","93.8","2.7","91.2",
"남자","40 - 44세","2019. 04 월","1955.9","1836.8","1786.2","50.6","119.1","93.9","2.8","91.3",
"남자","40 - 44세","2019. 05 월","1951.6","1833.6","1790.5","43.1","118","94","2.4","91.7",
"남자","40 - 44세","2019. 06 월","1948","1828.5","1780.1","48.3","119.5","93.9","2.6","91.4",
"남자","40 - 44세","2019. 07 월","1950.1","1820.8","1774.7","46.1","129.3","93.4","2.5","91",
"남자","40 - 44세","2019. 08 월","1951.4","1818.1","1786.7","31.4","133.3","93.2","1.7","91.6",
"남자","40 - 44세","2019. 09 월","1953.2","1818.9","1779.6","39.3","134.3","93.1","2.2","91.1",
"남자","40 - 44세","2019. 10 월","1955","1822.7","1789.3","33.4","132.3","93.2","1.8","91.5",
"남자","40 - 44세","2019. 11 월","1956.6","1822.2","1778.7","43.5","134.5","93.1","2.4","90.9",
"남자","40 - 44세","2019. 12 월","1958.8","1832.9","1801.5","31.4","125.9","93.6","1.7","92",
"남자","40 - 44세","2020. 01 월","1959.7","1820.6","1791.9","28.7","139.1","92.9","1.6","91.4",
"남자","40 - 44세","2020. 02 월","1961.7","1829.9","1797","32.9","131.8","93.3","1.8","91.6",
"남자","40 - 44세","2020. 03 월","1962.9","1820.9","1776.9","44.1","142","92.8","2.4","90.5",
"남자","40 - 44세","2020. 04 월","1964.2","1812.6","1758.2","54.4","151.6","92.3","3","89.5",
"남자","40 - 44세","2020. 05 월","1966.1","1831.8","1780.4","51.4","134.3","93.2","2.8","90.6",
"남자","40 - 44세","2020. 06 월","1967.6","1824.4","1769.8","54.6","143.1","92.7","3","89.9",
"남자","40 - 44세","2020. 07 월","1971.3","1814.2","1761","53.2","157.1","92","2.9","89.3",
"남자","40 - 44세","2020. 08 월","1974.9","1807.3","1770","37.3","167.6","91.5","2.1","89.6",
"남자","40 - 44세","2020. 09 월","1978.5","1812.8","1770.9","41.9","165.7","91.6","2.3","89.5",
"남자","40 - 44세","2020. 10 월","1982.3","1816.2","1765.2","51","166.1","91.6","2.8","89",
"남자","40 - 44세","2020. 11 월","1986.4","1826.8","1775.9","50.9","159.7","92","2.8","89.4",
"남자","40 - 44세","2020. 12 월","1990.6","1831","1783.1","47.9","159.6","92","2.6","89.6",
"남자","40 - 44세","2021. 01 월","1995.4","1834.5","1785.1","49.5","160.9","91.9","2.7","89.5",
"남자","40 - 44세","2021. 02 월","1998.9","1838.4","1799.9","38.5","160.5","92","2.1","90",
"남자","40 - 44세","2021. 03 월","2002.5","1857.1","1816.9","40.1","145.4","92.7","2.2","90.7",
"남자","40 - 44세","2021. 04 월","2006.1","1854.4","1807.6","46.8","151.7","92.4","2.5","90.1",
"남자","40 - 44세","2021. 05 월","2009.7","1872.1","1821.2","50.9","137.6","93.2","2.7","90.6",
"남자","45 - 49세","2011. 01 월","2132.7","1955.1","1902.7","52.4","177.6","91.7","2.7","89.2",
"남자","45 - 49세","2011. 02 월","2129.9","1958.3","1899.6","58.8","171.5","91.9","3","89.2",
"남자","45 - 49세","2011. 03 월","2127.1","1971","1917.9","53.1","156.1","92.7","2.7","90.2",
"남자","45 - 49세","2011. 04 월","2124.2","1979.7","1935.8","43.9","144.5","93.2","2.2","91.1",
"남자","45 - 49세","2011. 05 월","2121.7","1978.5","1940.7","37.8","143.2","93.3","1.9","91.5",
"남자","45 - 49세","2011. 06 월","2118.6","1982.2","1941.1","41.1","136.4","93.6","2.1","91.6",
"남자","45 - 49세","2011. 07 월","2117","1979.4","1933.7","45.7","137.5","93.5","2.3","91.3",
"남자","45 - 49세","2011. 08 월","2116.2","1977.8","1928.8","49","138.4","93.5","2.5","91.1",
"남자","45 - 49세","2011. 09 월","2115.2","1973.8","1929.9","43.9","141.4","93.3","2.2","91.2",
"남자","45 - 49세","2011. 10 월","2114.4","1977.2","1938.2","39","137.2","93.5","2","91.7",
"남자","45 - 49세","2011. 11 월","2113.7","1980.9","1945.4","35.6","132.8","93.7","1.8","92",
"남자","45 - 49세","2011. 12 월","2113.7","1962.8","1930.8","32","150.8","92.9","1.6","91.3",
"남자","45 - 49세","2012. 01 월","2112.6","1943.8","1894.3","49.5","168.8","92","2.5","89.7",
"남자","45 - 49세","2012. 02 월","2111.9","1949.9","1900.1","49.9","161.9","92.3","2.6","90",
"남자","45 - 49세","2012. 03 월","2111.1","1959.2","1917.6","41.6","151.9","92.8","2.1","90.8",
"남자","45 - 49세","2012. 04 월","2110.2","1966.1","1928.7","37.4","144","93.2","1.9","91.4",
"남자","45 - 49세","2012. 05 월","2109.6","1974.4","1944.5","29.9","135.2","93.6","1.5","92.2",
"남자","45 - 49세","2012. 06 월","2108.6","1969.7","1930.2","39.6","138.8","93.4","2","91.5",
"남자","45 - 49세","2012. 07 월","2106.8","1965.2","1931","34.2","141.6","93.3","1.7","91.7",
"남자","45 - 49세","2012. 08 월","2103.9","1956","1918.4","37.6","147.8","93","1.9","91.2",
"남자","45 - 49세","2012. 09 월","2100.8","1964.5","1928.8","35.7","136.3","93.5","1.8","91.8",
"남자","45 - 49세","2012. 10 월","2097.8","1963.2","1934.3","28.8","134.6","93.6","1.5","92.2",
"남자","45 - 49세","2012. 11 월","2095","1952.2","1923.6","28.6","142.8","93.2","1.5","91.8",
"남자","45 - 49세","2012. 12 월","2092.8","1939","1909.8","29.2","153.9","92.7","1.5","91.3",
"남자","45 - 49세","2013. 01 월","2089.7","1936","1896.3","39.7","153.7","92.6","2.1","90.7",
"남자","45 - 49세","2013. 02 월","2087","1939.6","1898.9","40.7","147.4","92.9","2.1","91",
"남자","45 - 49세","2013. 03 월","2084","1952.3","1910.5","41.8","131.6","93.7","2.1","91.7",
"남자","45 - 49세","2013. 04 월","2081.1","1950.2","1911.6","38.6","130.9","93.7","2","91.9",
"남자","45 - 49세","2013. 05 월","2078.2","1946.8","1916","30.8","131.4","93.7","1.6","92.2",
"남자","45 - 49세","2013. 06 월","2075.5","1939","1907.7","31.4","136.4","93.4","1.6","91.9",
"남자","45 - 49세","2013. 07 월","2077.4","1943.8","1915.6","28.2","133.6","93.6","1.5","92.2",
"남자","45 - 49세","2013. 08 월","2084","1953.8","1919","34.8","130.3","93.8","1.8","92.1",
"남자","45 - 49세","2013. 09 월","2090.6","1950.5","1922.9","27.6","140.1","93.3","1.4","92",
"남자","45 - 49세","2013. 10 월","2097.3","1967.6","1934.5","33.1","129.7","93.8","1.7","92.2",
"남자","45 - 49세","2013. 11 월","2103.9","1977.1","1947.4","29.8","126.8","94","1.5","92.6",
"남자","45 - 49세","2013. 12 월","2110.6","1981.4","1949.1","32.3","129.2","93.9","1.6","92.3",
"남자","45 - 49세","2014. 01 월","2117.2","1984","1944.1","39.8","133.2","93.7","2","91.8",
"남자","45 - 49세","2014. 02 월","2123.8","1998.7","1953.1","45.6","125.1","94.1","2.3","92",
"남자","45 - 49세","2014. 03 월","2130.4","2011.2","1962.1","49","119.3","94.4","2.4","92.1",
"남자","45 - 49세","2014. 04 월","2137","2020.3","1976.9","43.4","116.7","94.5","2.1","92.5",
"남자","45 - 49세","2014. 05 월","2143.7","2023.1","1978.3","44.8","120.6","94.4","2.2","92.3",
"남자","45 - 49세","2014. 06 월","2150.3","2030.3","1985.7","44.6","120","94.4","2.2","92.3",
"남자","45 - 49세","2014. 07 월","2154.8","2030.5","1986.6","43.9","124.3","94.2","2.2","92.2",
"남자","45 - 49세","2014. 08 월","2157.4","2021.5","1976.4","45.1","135.9","93.7","2.2","91.6",
